data_id,language,form,age,gender,mom_ed,comprehension,production
80504,English (British),TEDS Twos,24,Male,Some Secondary,54,54
80505,English (British),TEDS Twos,24,Male,Secondary,30,30
80506,English (British),TEDS Twos,24,Male,Secondary,44,44
80507,English (British),TEDS Twos,24,Male,Primary,32,32
80508,English (British),TEDS Twos,24,Male,Primary,26,26
80509,English (British),TEDS Twos,23,Female,Secondary,26,26
80510,English (British),TEDS Twos,23,Female,Secondary,26,26
80511,English (British),TEDS Twos,25,Male,College,79,79
80512,English (British),TEDS Twos,25,Female,College,84,84
80513,English (British),TEDS Twos,23,Male,Some Secondary,66,66
80514,English (British),TEDS Twos,23,Male,Some Secondary,77,77
80515,English (British),TEDS Twos,24,Male,College,42,42
80516,English (British),TEDS Twos,23,Male,College,52,52
80517,English (British),TEDS Twos,24,Female,Some Secondary,25,25
80518,English (British),TEDS Twos,24,Male,Some Secondary,31,31
80519,English (British),TEDS Twos,23,Female,Some College,50,50
80520,English (British),TEDS Twos,23,Female,Some College,46,46
80521,English (British),TEDS Twos,24,Male,Some Secondary,53,53
80522,English (British),TEDS Twos,24,Male,Some Secondary,54,54
80523,English (British),TEDS Twos,24,Male,Some Secondary,62,62
80524,English (British),TEDS Twos,24,Female,Some Secondary,59,59
80525,English (British),TEDS Twos,25,Female,Some Secondary,56,56
80526,English (British),TEDS Twos,25,Female,Some Secondary,66,66
80527,English (British),TEDS Twos,25,Female,Secondary,86,86
80528,English (British),TEDS Twos,26,Female,Secondary,84,84
80529,English (British),TEDS Twos,24,Female,Primary,63,63
80530,English (British),TEDS Twos,24,Male,Primary,48,48
80531,English (British),TEDS Twos,24,Male,Primary,21,21
80532,English (British),TEDS Twos,24,Male,Primary,17,17
80533,English (British),TEDS Twos,24,Male,Graduate,73,73
80534,English (British),TEDS Twos,24,Female,Graduate,71,71
80535,English (British),TEDS Twos,24,Male,College,78,78
80536,English (British),TEDS Twos,24,Female,College,81,81
80537,English (British),TEDS Twos,24,Female,College,13,13
80538,English (British),TEDS Twos,24,Female,College,13,13
80539,English (British),TEDS Twos,24,Female,Primary,81,81
80540,English (British),TEDS Twos,24,Female,Primary,93,93
80541,English (British),TEDS Twos,24,Female,Graduate,98,98
80542,English (British),TEDS Twos,24,Female,Graduate,97,97
80543,English (British),TEDS Twos,28,Female,Secondary,87,87
80544,English (British),TEDS Twos,28,Female,Secondary,74,74
80545,English (British),TEDS Twos,24,Male,Some Secondary,10,10
80546,English (British),TEDS Twos,24,Male,Some Secondary,30,30
80547,English (British),TEDS Twos,24,Female,Some Secondary,10,10
80548,English (British),TEDS Twos,24,Female,Some Secondary,10,10
80549,English (British),TEDS Twos,24,Female,Some Secondary,68,68
80550,English (British),TEDS Twos,24,Female,Some Secondary,68,68
80551,English (British),TEDS Twos,24,Male,Some Secondary,14,14
80552,English (British),TEDS Twos,24,Male,Some Secondary,12,12
80553,English (British),TEDS Twos,24,Female,Some Secondary,14,14
80554,English (British),TEDS Twos,24,Female,Some Secondary,5,5
80555,English (British),TEDS Twos,24,Female,None,100,100
80556,English (British),TEDS Twos,24,Female,None,100,100
80557,English (British),TEDS Twos,24,Male,Primary,51,51
80558,English (British),TEDS Twos,24,Male,Primary,53,53
80559,English (British),TEDS Twos,24,Female,Primary,50,50
80560,English (British),TEDS Twos,24,Male,Primary,30,30
80561,English (British),TEDS Twos,24,Female,Some Secondary,84,84
80562,English (British),TEDS Twos,24,Female,Some Secondary,77,77
80563,English (British),TEDS Twos,24,Male,Some Secondary,13,13
80564,English (British),TEDS Twos,24,Female,Some Secondary,8,8
80565,English (British),TEDS Twos,24,Male,Some Secondary,43,43
80566,English (British),TEDS Twos,24,Male,Some Secondary,45,45
80567,English (British),TEDS Twos,23,Female,Some Secondary,38,38
80568,English (British),TEDS Twos,23,Male,Some Secondary,34,34
80569,English (British),TEDS Twos,23,Male,Some Secondary,60,60
80570,English (British),TEDS Twos,23,Female,Some Secondary,60,60
80571,English (British),TEDS Twos,24,Male,Primary,100,100
80572,English (British),TEDS Twos,29,Female,Primary,100,100
80573,English (British),TEDS Twos,24,Female,Some Secondary,38,38
80574,English (British),TEDS Twos,24,Female,Some Secondary,37,37
80575,English (British),TEDS Twos,24,Female,Some Secondary,30,30
80576,English (British),TEDS Twos,24,Female,Some Secondary,37,37
80577,English (British),TEDS Twos,24,Male,Primary,37,37
80578,English (British),TEDS Twos,24,Male,Primary,42,42
80579,English (British),TEDS Twos,24,Female,Some Secondary,80,80
80580,English (British),TEDS Twos,24,Male,Some Secondary,81,81
80581,English (British),TEDS Twos,23,Female,Primary,73,73
80582,English (British),TEDS Twos,23,Male,Primary,74,74
80583,English (British),TEDS Twos,26,Female,None,59,59
80584,English (British),TEDS Twos,29,Female,None,69,69
80585,English (British),TEDS Twos,24,Female,Graduate,20,20
80586,English (British),TEDS Twos,24,Male,Graduate,21,21
80587,English (British),TEDS Twos,24,Female,Some Secondary,60,60
80588,English (British),TEDS Twos,24,Female,Some Secondary,62,62
80589,English (British),TEDS Twos,24,Female,None,48,48
80590,English (British),TEDS Twos,24,Male,None,45,45
80591,English (British),TEDS Twos,24,Male,Some Secondary,80,80
80592,English (British),TEDS Twos,24,Male,Some Secondary,72,72
80593,English (British),TEDS Twos,24,Male,NA,14,14
80594,English (British),TEDS Twos,24,Male,NA,13,13
80595,English (British),TEDS Twos,26,Male,Some Secondary,55,55
80596,English (British),TEDS Twos,30,Male,Some Secondary,62,62
80597,English (British),TEDS Twos,28,Male,Some College,83,83
80598,English (British),TEDS Twos,28,Male,Some College,88,88
80599,English (British),TEDS Twos,24,Male,Primary,47,47
80600,English (British),TEDS Twos,24,Male,Primary,16,16
80601,English (British),TEDS Twos,30,Female,None,95,95
80602,English (British),TEDS Twos,30,Male,None,98,98
80603,English (British),TEDS Twos,25,Male,Some Secondary,63,63
80604,English (British),TEDS Twos,25,Male,Some Secondary,63,63
80605,English (British),TEDS Twos,24,Male,Some College,80,80
80606,English (British),TEDS Twos,24,Female,Some College,80,80
80607,English (British),TEDS Twos,27,Female,Secondary,77,77
80608,English (British),TEDS Twos,27,Female,Secondary,70,70
80609,English (British),TEDS Twos,23,Female,Primary,37,37
80610,English (British),TEDS Twos,23,Male,Primary,20,20
80611,English (British),TEDS Twos,25,Male,College,30,30
80612,English (British),TEDS Twos,25,Male,College,34,34
80613,English (British),TEDS Twos,23,Male,None,1,1
80614,English (British),TEDS Twos,23,Male,None,2,2
80615,English (British),TEDS Twos,24,Male,Some Secondary,36,36
80616,English (British),TEDS Twos,24,Male,Some Secondary,35,35
80617,English (British),TEDS Twos,24,Male,College,40,40
80618,English (British),TEDS Twos,24,Female,College,43,43
80619,English (British),TEDS Twos,23,Male,None,68,68
80620,English (British),TEDS Twos,23,Female,None,50,50
80621,English (British),TEDS Twos,24,Male,Primary,2,2
80622,English (British),TEDS Twos,24,Female,Primary,13,13
80623,English (British),TEDS Twos,23,Male,NA,49,49
80624,English (British),TEDS Twos,23,Female,NA,50,50
80625,English (British),TEDS Twos,23,Male,None,88,88
80626,English (British),TEDS Twos,29,Female,None,74,74
80627,English (British),TEDS Twos,24,Male,Some Secondary,43,43
80628,English (British),TEDS Twos,24,Female,Some Secondary,43,43
80629,English (British),TEDS Twos,25,Female,Primary,83,83
80630,English (British),TEDS Twos,25,Female,Primary,77,77
80631,English (British),TEDS Twos,24,Male,None,25,25
80632,English (British),TEDS Twos,26,Female,None,1,1
80633,English (British),TEDS Twos,24,Female,None,37,37
80634,English (British),TEDS Twos,26,Female,None,67,67
80635,English (British),TEDS Twos,31,Female,None,79,79
80636,English (British),TEDS Twos,31,Male,None,77,77
80637,English (British),TEDS Twos,24,Female,Some Secondary,18,18
80638,English (British),TEDS Twos,24,Female,Some Secondary,19,19
80639,English (British),TEDS Twos,24,Male,Some Secondary,24,24
80640,English (British),TEDS Twos,24,Male,Some Secondary,40,40
80641,English (British),TEDS Twos,26,Female,Some Secondary,48,48
80642,English (British),TEDS Twos,26,Male,Some Secondary,36,36
80643,English (British),TEDS Twos,23,Female,Primary,36,36
80644,English (British),TEDS Twos,23,Female,Primary,36,36
80645,English (British),TEDS Twos,25,Female,Some College,84,84
80646,English (British),TEDS Twos,25,Female,Some College,84,84
80647,English (British),TEDS Twos,24,Female,Some Secondary,31,31
80648,English (British),TEDS Twos,24,Female,Some Secondary,34,34
80649,English (British),TEDS Twos,24,Female,Some Secondary,62,62
80650,English (British),TEDS Twos,24,Male,Some Secondary,32,32
80651,English (British),TEDS Twos,34,Male,Some Secondary,41,41
80652,English (British),TEDS Twos,34,Male,Some Secondary,43,43
80653,English (British),TEDS Twos,23,Female,Primary,24,24
80654,English (British),TEDS Twos,23,Female,Primary,25,25
80655,English (British),TEDS Twos,23,Male,College,40,40
80656,English (British),TEDS Twos,23,Female,College,54,54
80657,English (British),TEDS Twos,24,Male,College,95,95
80658,English (British),TEDS Twos,24,Male,College,94,94
80659,English (British),TEDS Twos,24,Female,Secondary,24,24
80660,English (British),TEDS Twos,24,Male,Secondary,25,25
80661,English (British),TEDS Twos,24,Female,Some Secondary,55,55
80662,English (British),TEDS Twos,24,Female,Some Secondary,56,56
80663,English (British),TEDS Twos,23,Female,Graduate,98,98
80664,English (British),TEDS Twos,24,Female,Graduate,84,84
80665,English (British),TEDS Twos,24,Female,Secondary,44,44
80666,English (British),TEDS Twos,24,Male,Secondary,41,41
80667,English (British),TEDS Twos,24,Female,Primary,25,25
80668,English (British),TEDS Twos,24,Female,Primary,27,27
80669,English (British),TEDS Twos,24,Female,Some Secondary,29,29
80670,English (British),TEDS Twos,28,Male,Some Secondary,17,17
80671,English (British),TEDS Twos,27,Male,Some Secondary,70,70
80672,English (British),TEDS Twos,27,Male,Some Secondary,70,70
80673,English (British),TEDS Twos,25,Female,Graduate,55,55
80674,English (British),TEDS Twos,27,Male,Graduate,58,58
80675,English (British),TEDS Twos,24,Female,Primary,23,23
80676,English (British),TEDS Twos,24,Male,Primary,22,22
80677,English (British),TEDS Twos,24,Male,Some Secondary,60,60
80678,English (British),TEDS Twos,24,Male,Some Secondary,61,61
80679,English (British),TEDS Twos,24,Female,Some College,67,67
80680,English (British),TEDS Twos,24,Male,Some College,55,55
80681,English (British),TEDS Twos,24,Female,Some College,45,45
80682,English (British),TEDS Twos,24,Female,Some College,42,42
80683,English (British),TEDS Twos,24,Female,Some Secondary,63,63
80684,English (British),TEDS Twos,24,Female,Some Secondary,69,69
80685,English (British),TEDS Twos,24,Female,Some Secondary,88,88
80686,English (British),TEDS Twos,24,Female,Some Secondary,98,98
80687,English (British),TEDS Twos,25,Female,College,60,60
80688,English (British),TEDS Twos,25,Female,College,64,64
80689,English (British),TEDS Twos,23,Male,Secondary,56,56
80690,English (British),TEDS Twos,23,Male,Secondary,53,53
80691,English (British),TEDS Twos,25,Female,College,69,69
80692,English (British),TEDS Twos,25,Male,College,51,51
80693,English (British),TEDS Twos,27,Male,None,67,67
80694,English (British),TEDS Twos,27,Male,None,63,63
80695,English (British),TEDS Twos,23,Male,Some College,39,39
80696,English (British),TEDS Twos,23,Female,Some College,38,38
80697,English (British),TEDS Twos,23,Male,Primary,12,12
80698,English (British),TEDS Twos,23,Female,Primary,21,21
80699,English (British),TEDS Twos,24,Female,Some Secondary,22,22
80700,English (British),TEDS Twos,24,Female,Some Secondary,31,31
80701,English (British),TEDS Twos,23,Female,Some Secondary,75,75
80702,English (British),TEDS Twos,23,Male,Some Secondary,73,73
80703,English (British),TEDS Twos,23,Female,Graduate,79,79
80704,English (British),TEDS Twos,23,Female,Graduate,80,80
80705,English (British),TEDS Twos,23,Female,Primary,37,37
80706,English (British),TEDS Twos,23,Female,Primary,17,17
80707,English (British),TEDS Twos,23,Female,Some Secondary,16,16
80708,English (British),TEDS Twos,23,Female,Some Secondary,16,16
80709,English (British),TEDS Twos,24,Male,College,78,78
80710,English (British),TEDS Twos,24,Male,College,78,78
80711,English (British),TEDS Twos,24,Male,College,15,15
80712,English (British),TEDS Twos,24,Female,College,15,15
80713,English (British),TEDS Twos,23,Female,Some Secondary,52,52
80714,English (British),TEDS Twos,23,Female,Some Secondary,46,46
80715,English (British),TEDS Twos,24,Female,Some Secondary,62,62
80716,English (British),TEDS Twos,24,Female,Some Secondary,54,54
80717,English (British),TEDS Twos,23,Male,Secondary,60,60
80718,English (British),TEDS Twos,24,Male,Secondary,55,55
80719,English (British),TEDS Twos,23,Male,Primary,16,16
80720,English (British),TEDS Twos,23,Female,Primary,17,17
80721,English (British),TEDS Twos,23,Male,None,38,38
80722,English (British),TEDS Twos,23,Male,None,39,39
80723,English (British),TEDS Twos,25,Female,Some Secondary,80,80
80724,English (British),TEDS Twos,25,Female,Some Secondary,80,80
80725,English (British),TEDS Twos,24,Female,Some Secondary,48,48
80726,English (British),TEDS Twos,24,Male,Some Secondary,96,96
80727,English (British),TEDS Twos,22,Female,Some Secondary,68,68
80728,English (British),TEDS Twos,22,Male,Some Secondary,61,61
80729,English (British),TEDS Twos,23,Female,Secondary,25,25
80730,English (British),TEDS Twos,23,Male,Secondary,20,20
80731,English (British),TEDS Twos,24,Female,Some Secondary,10,10
80732,English (British),TEDS Twos,24,Female,Some Secondary,6,6
80733,English (British),TEDS Twos,23,Female,College,58,58
80734,English (British),TEDS Twos,23,Female,College,60,60
80735,English (British),TEDS Twos,24,Female,Some Secondary,25,25
80736,English (British),TEDS Twos,25,Female,Some Secondary,27,27
80737,English (British),TEDS Twos,23,Female,Some Secondary,57,57
80738,English (British),TEDS Twos,23,Female,Some Secondary,7,7
80739,English (British),TEDS Twos,24,Male,None,88,88
80740,English (British),TEDS Twos,24,Male,None,98,98
80741,English (British),TEDS Twos,24,Male,Primary,67,67
80742,English (British),TEDS Twos,24,Female,Primary,62,62
80743,English (British),TEDS Twos,25,Female,Some Secondary,52,52
80744,English (British),TEDS Twos,24,Female,Some Secondary,52,52
80745,English (British),TEDS Twos,23,Female,Some Secondary,34,34
80746,English (British),TEDS Twos,23,Male,Some Secondary,45,45
80747,English (British),TEDS Twos,25,Female,Some Secondary,32,32
80748,English (British),TEDS Twos,25,Male,Some Secondary,33,33
80749,English (British),TEDS Twos,23,Female,Some College,0,0
80750,English (British),TEDS Twos,24,Male,Some College,32,32
80751,English (British),TEDS Twos,24,Female,College,12,12
80752,English (British),TEDS Twos,24,Female,College,17,17
80753,English (British),TEDS Twos,23,Female,Primary,7,7
80754,English (British),TEDS Twos,23,Female,Primary,10,10
80755,English (British),TEDS Twos,24,Male,Some Secondary,44,44
80756,English (British),TEDS Twos,24,Male,Some Secondary,43,43
80757,English (British),TEDS Twos,31,Female,Primary,52,52
80758,English (British),TEDS Twos,31,Female,Primary,39,39
80759,English (British),TEDS Twos,24,Female,Secondary,68,68
80760,English (British),TEDS Twos,25,Male,Secondary,76,76
80761,English (British),TEDS Twos,24,Male,Secondary,39,39
80762,English (British),TEDS Twos,24,Male,Secondary,38,38
80763,English (British),TEDS Twos,23,Female,Secondary,47,47
80764,English (British),TEDS Twos,23,Female,Secondary,48,48
80765,English (British),TEDS Twos,24,Male,Some College,27,27
80766,English (British),TEDS Twos,24,Male,Some College,28,28
80767,English (British),TEDS Twos,24,Male,Some Secondary,52,52
80768,English (British),TEDS Twos,24,Female,Some Secondary,42,42
80769,English (British),TEDS Twos,24,Male,Some Secondary,17,17
80770,English (British),TEDS Twos,24,Male,Some Secondary,29,29
