StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q13,Q14,Q42,Q19,Q16,Q20,Q21,Q29,Q30,Q31,Q32,Q24_1,Q24_3,Q24_4,Q24_5,Q24_7,Q24_6,Q24_9,Q27,Q35
2021-02-19 07:54:24,2021-02-19 07:58:00,IP Address,81.97.196.232,100,216,True,2021-02-19 07:58:00,R_1Cfo2fFXHeqb5TX,,,,,52.9647979736328125,-1.21319580078125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,5,5,3,6,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 08:21:10,2021-02-19 08:26:42,IP Address,86.131.58.153,100,331,True,2021-02-19 08:26:42,R_1PY7vHkDgE70rIa,,,,,53.326995849609375,-1.542694091796875,anonymous,EN,Models that represent reality in all it's details are the best models.,they make assumptions about what sort of input they receive to operate correctly.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,2,1,1,5,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 07:04:56,2021-02-19 09:08:05,IP Address,5.151.215.116,100,7388,True,2021-02-19 09:08:05,R_qPLKWeKRP1RG6lz,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,4,1,5,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-19 09:55:49,2021-02-19 10:08:25,IP Address,86.157.216.198,100,755,True,2021-02-19 10:08:25,R_3QLvd7dGQugEoLP,,,,,52.0625,-1.3428955078125,anonymous,EN,Models that represent reality in all it's details are the best models.,they produce output after receiving an input.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",Psychometric scales,All of the above,central limit theorem,the distribution of sample means will be normal even for small samples.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,3,3,3,1,5,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 23:39:19,2021-02-19 23:44:27,IP Address,116.72.162.227,100,308,True,2021-02-19 23:44:28,R_2XgPNG5WJ6yGHht,,,,,19.2014007568359375,72.9680023193359375,anonymous,EN,Models are simplifications of reality.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,Implicit order (ordinal),central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,affect the reliability of out data.,3,3,3,3,3,3,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 03:46:46,2021-02-20 03:54:53,IP Address,95.147.101.227,100,487,True,2021-02-20 03:54:53,R_3stRfcM8s0qH43S,,,,,51.139801025390625,-0.12060546875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,use ranks rather than raw data.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,1,5,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 05:43:51,2021-02-20 05:50:51,IP Address,86.21.83.149,100,419,True,2021-02-20 05:50:51,R_2cqERFFr5MM71YY,,,,,51.5644989013671875,0.4573974609375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,5,2,2,3,2,4,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 06:18:05,2021-02-20 06:31:58,IP Address,80.4.84.174,100,833,True,2021-02-20 06:31:58,R_ypVZlY3WgQrOPgB,,,,,53.547698974609375,-2.1259002685546875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,4,2,3,1,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 09:15:59,2021-02-20 10:22:59,IP Address,80.42.117.146,100,4019,True,2021-02-20 10:22:59,R_31F9d5vZ5Cqbk2Y,,,,,52.89959716796875,-1.271392822265625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",Psychometric scales,All of the above,central limit theorem,all data are eventually normal distributed.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,4,1,3,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-20 10:54:58,2021-02-20 11:02:52,IP Address,79.73.49.38,100,473,True,2021-02-20 11:02:52,R_2Ba3gZaprn7i4ZF,,,,,52.6078033447265625,-1.0782928466796875,anonymous,EN,Models are simplifications of reality.,you can break them.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Discrete categories,central limit theorem,all data are eventually normal distributed.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,lead to biased results.,4,3,4,3,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 12:03:45,2021-02-20 12:15:00,IP Address,81.135.233.203,100,674,True,2021-02-20 12:15:00,R_1FgJvnrJW3l7T8e,,,,,52.98980712890625,-1.2819976806640625,anonymous,EN,Models are simplifications of reality.,they produce output after receiving an input.,can be used for all data types.,No,True,True,False,"mean,standard deviation","True / False, Yes / No, Agree / Disagree",Not equidistant,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 12:23:40,2021-02-20 12:29:09,IP Address,86.169.229.191,100,329,True,2021-02-20 12:29:10,R_3lQaOOL33eq2Lcf,,,,,51.7530059814453125,-0.3256072998046875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,1,1,1,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 12:17:56,2021-02-20 14:08:16,IP Address,109.150.107.127,100,6619,True,2021-02-20 14:08:16,R_xydAqnXonhTYW9H,,,,,51.59429931640625,-0.2490997314453125,anonymous,EN,Models that represent reality in all it's details are the best models.,the output is only as good as the match between input and assumed input.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,3,3,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 05:26:31,2021-02-21 05:31:41,IP Address,81.132.254.91,100,310,True,2021-02-21 05:31:41,R_3qEjq1bJoXJd876,,,,,52.979095458984375,-0.0269012451171875,anonymous,EN,All models are wrong but some are useful.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,never,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,the normal distribution must be symmetric.,mixing continuous and discrete data.,all of the above.,5,3,3,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 05:46:03,2021-02-21 06:18:58,IP Address,188.221.185.73,100,1974,True,2021-02-21 06:18:58,R_NWjV35qFdHniP5L,,,,,52.497406005859375,-0.02490234375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,never,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling chickens when measuring the height of pigs.,all of the above.,6,4,1,2,1,4,5,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-21 08:35:26,2021-02-21 08:39:33,IP Address,81.103.116.25,100,247,True,2021-02-21 08:39:33,R_3p55I0VYxUdmH0P,,,,,51.4297027587890625,-0.3175048828125,anonymous,EN,All models are wrong but some are useful.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,4,3,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 08:35:42,2021-02-21 08:46:26,IP Address,82.1.61.189,100,644,True,2021-02-21 08:46:27,R_3PodWJTL2hqtbh2,,,,,52.92919921875,-1.10650634765625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 07:11:11,2021-02-21 09:38:30,IP Address,46.183.196.250,100,8838,True,2021-02-21 09:38:30,R_2QzBphp140lrBt8,,,,,51.8166961669921875,-0.814605712890625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,corrupt the CLT (CLT doesn't apply when samples are not iid),6,1,1,3,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-21 11:32:23,2021-02-21 11:35:03,IP Address,2.25.233.24,100,160,True,2021-02-21 11:35:03,R_2uDIpgBuGzcg7Sz,,,,,53.5012054443359375,-2.41119384765625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,True,True,True,"mean,slope","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,inter-interval distance,the data must be analysed from a different person than the one obtaining the data.,using different Likert scales within the same psychometric scale.,observations must be normally distributed.,mixing continuous and discrete data.,all of the above.,6,5,2,2,2,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 08:54:54,2021-02-21 13:04:36,IP Address,88.108.164.100,100,14982,True,2021-02-21 13:04:36,R_1Cg7dMEXQmgCKSl,,,,,53.460601806640625,-2.2572021484375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,Implicit order (ordinal),central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,3,2,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 13:48:44,2021-02-21 13:53:41,IP Address,94.3.24.77,100,297,True,2021-02-21 13:53:42,R_2q7SHoJjkGUG6yF,,,,,52.4391021728515625,-1.50390625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,True,False,True,"mean,standard deviation","First, Second, Third",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,lead to biased results.,6,5,5,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 13:36:20,2021-02-21 13:56:07,IP Address,80.3.253.237,100,1186,True,2021-02-21 13:56:07,R_1ovR6K7zgFpLn93,,,,,52.9647979736328125,-1.21319580078125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,1,2,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-21 04:25:49,2021-02-21 15:19:38,IP Address,79.73.194.42,100,39228,True,2021-02-21 15:19:38,R_qPloUBb5Lmwgwox,,,,,52.9044036865234375,-1.23260498046875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,all data are eventually normal distributed.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,the normal distribution must be symmetric.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,1,1,6,1,6,6,"i watched the entire lecture before doing this quiz.,I paused the lectures to do each part of the quiz individually.,I've done this quiz multiple times already.",Yes please
2021-02-21 15:27:44,2021-02-21 17:14:17,IP Address,213.205.192.235,100,6393,True,2021-02-21 17:14:18,R_w17zK7rXPRGbPQB,,,,,53.589599609375,-1.5946044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,6,2,1,2,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-22 02:10:20,2021-02-22 02:24:14,IP Address,82.4.128.51,100,833,True,2021-02-22 02:24:14,R_3QKsYhvEHVXcDiC,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,5,2,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 02:48:23,2021-02-22 02:53:39,IP Address,86.177.223.227,100,315,True,2021-02-22 02:53:39,R_3JemJgWQyro1O6p,,,,,51.7657012939453125,-1.279693603515625,anonymous,EN,Models that represent reality in all it's details are the best models.,they make assumptions about what sort of input they receive to operate correctly.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,Not equidistant,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,3,1,2,1,1,3,2,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 02:59:29,2021-02-22 03:06:56,IP Address,93.103.75.138,100,447,True,2021-02-22 03:06:57,R_1ePE1NqDYwx8M7q,,,,,46.05029296875,14.5045928955078125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,No,False,True,True,"mean,standard deviation",Psychometric scales,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,3,4,1,5,4,3,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 07:58:17,2021-02-22 08:06:43,IP Address,82.132.233.2,100,505,True,2021-02-22 08:06:44,R_tGkiXgi2uQMUKTD,,,,,51.5596923828125,-0.05279541015625,anonymous,EN,Models are simplifications of reality.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,3,2,1,1,6,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 09:35:43,2021-02-22 10:55:06,IP Address,87.254.75.234,100,4763,True,2021-02-22 10:55:06,R_3ff5mLYEPbXBzxM,,,,,54.1475067138671875,-4.4824981689453125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,1,2,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-22 12:10:10,2021-02-22 12:21:21,IP Address,2.123.10.12,100,670,True,2021-02-22 12:21:21,R_2zBmV7h2Qi3R2jY,,,,,52.55780029296875,-0.2675018310546875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,No,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,4,2,2,3,2,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 09:45:21,2021-02-22 16:37:04,IP Address,176.253.93.104,100,24703,True,2021-02-22 16:37:04,R_3irLOIuDUZsL9Kh,,,,,51.4535064697265625,-2.591705322265625,anonymous,EN,Models highlight aspects of reality they aim to describe.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Not equidistant,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,1,4,2,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 17:31:15,2021-02-22 17:36:59,IP Address,176.252.253.196,100,343,True,2021-02-22 17:36:59,R_1JQJurPZUw5GuhF,,,,,52.299102783203125,-0.6941986083984375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling chickens when measuring the height of pigs.,all of the above.,6,1,1,1,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 17:48:52,2021-02-22 17:55:29,IP Address,86.22.56.175,100,397,True,2021-02-22 17:55:29,R_ctKSgJ7TU6w6l6p,,,,,53.822601318359375,-1.5679931640625,anonymous,EN,Models highlight aspects of reality they aim to describe.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,never,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,lead to biased results.,6,3,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 03:38:57,2021-02-23 03:43:39,IP Address,152.71.207.141,100,281,True,2021-02-23 03:43:39,R_1FmvtSLVtKe3IcG,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,No,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal even for small samples.,never,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,lead to biased results.,5,6,6,2,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-20 03:57:12,2021-02-23 04:35:50,IP Address,77.97.127.11,100,261517,True,2021-02-23 04:35:50,R_125UYInGu3ckFVy,,,,,51.411407470703125,-0.2194976806640625,anonymous,EN,All models are wrong but some are useful.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,4,1,5,5,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-23 04:33:19,2021-02-23 05:46:09,IP Address,95.149.80.110,100,4369,True,2021-02-23 05:46:09,R_2w7gQzBwG9FREY9,,,,,52.567901611328125,-0.283599853515625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,4,4,2,2,2,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-16 06:23:10,2021-02-16 06:35:03,IP Address,90.201.118.133,3,713,False,2021-02-23 06:35:04,R_V2yr3rGZUz1CAbT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23 06:27:56,2021-02-23 06:45:36,IP Address,86.152.91.171,100,1059,True,2021-02-23 06:45:36,R_3ltaY0HsamFXqKq,,,,,53.155303955078125,-0.6215972900390625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,Discrete categories,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,6,2,3,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
